Location,Trees Lost,Climate,Latitude,Longitude,Recommended Tree,Trees to Plant,Carbon Absorption (kg/year),Average Temperature (°C),Average Rainfall (mm/year)
Mumbai,304,Continental,36.7603,-111.9648,Cedar,393,47,22.995688766934585,2995
Cape Town,507,Continental,13.06,99.4417,Mangrove,670,34,27.834574147697943,1896
New York,764,Subtropical,-45.9984,-48.5948,Cedar,973,52,13.70584223292028,1448
California,176,Desert,-48.1147,82.0749,Pine,382,55,14.056426841933,2292
Beijing,746,Tropical,-44.3842,-122.7765,Baobab,965,17,22.71693221410171,406
Indonesia,896,Temperate,-37.293,-44.2326,Eucalyptus,1062,35,-3.682628196357596,1571
Cape Town,910,Tropical,-49.4018,49.3525,Baobab,997,41,30.821075795914496,288
Sydney,410,Continental,48.7801,-46.6038,Maple,573,52,20.393895405511714,859
Cape Town,763,Tropical,21.2415,102.369,Teak,945,52,32.810563786450864,2947
Beijing,515,Continental,-23.4443,63.3983,Cedar,657,59,38.8814566183735,1460
California,109,Continental,-31.558,31.7189,Maple,205,41,-3.810740803497803,1901
London,183,Continental,-40.0348,-122.8274,Maple,380,18,25.368498852283768,1300
Indonesia,683,Coastal,44.5668,87.5527,Cedar,859,14,18.18225924377962,2592
London,444,Temperate,-24.059,128.5989,Maple,559,60,23.571527054572538,2850
Indonesia,418,Desert,37.508,42.3446,Cedar,592,20,9.763356724129249,2645
California,112,Tropical,-17.4381,106.4942,Mangrove,215,45,3.5701853048514263,2690
Sydney,293,Coastal,-22.35,-67.4151,Silver Birch,363,40,9.53077539583551,311
Toronto,992,Tropical,10.0834,-72.3726,Eucalyptus,1234,27,36.008987726601966,566
Cape Town,312,Tropical,4.6136,-83.0871,Eucalyptus,451,45,-3.3996514812702037,206
Toronto,366,Continental,26.7648,40.6644,Silver Birch,493,28,22.435226861666603,2741
London,433,Desert,13.4532,102.226,Silver Birch,718,59,9.506165125611487,2498
Amazon Rainforest,717,Desert,10.5141,-128.1302,Cedar,878,48,35.86780802701792,2099
Indonesia,518,Mediterranean,-36.1059,20.3904,Teak,639,32,6.507896531284526,1328
London,181,Coastal,-30.6991,-38.1075,Redwood,444,37,4.075270709113839,1801
Sydney,287,Tropical,32.1521,61.4319,Eucalyptus,520,35,8.202134584342389,2851
Amazon Rainforest,235,Tropical,-0.4834,18.5878,Teak,440,53,1.9628964312606278,2610
Indonesia,101,Subtropical,-27.6446,23.9077,Silver Birch,208,34,18.746989605695983,768
Indonesia,118,Coastal,41.7981,40.7197,Pine,238,14,24.216561929137125,2201
New York,394,Mediterranean,23.0873,128.3532,Eucalyptus,556,46,30.06411655905457,1537
Indonesia,293,Subtropical,13.7085,-98.4467,Pine,592,34,11.475615764265285,1281
Indonesia,531,Temperate,22.97,-37.4577,Teak,795,13,12.570987288351184,2299
Mumbai,337,Coastal,-7.9373,118.5757,Redwood,549,11,27.62926939347794,598
Sydney,495,Temperate,-28.7435,-9.4783,Mangrove,553,12,5.292160690914274,294
New York,668,Desert,-42.7698,8.1289,Teak,767,27,10.90929849143106,961
London,121,Temperate,0.3435,-123.8858,Cedar,393,24,19.975149252578262,2328
Mumbai,188,Coastal,44.2279,-68.8849,Teak,422,15,1.8029437047941368,1787
Indonesia,650,Temperate,41.1142,44.3686,Redwood,883,55,31.09031163404024,2435
Beijing,749,Continental,-24.3378,12.4461,Oak,827,18,15.364143369711677,2730
New York,101,Coastal,39.5718,107.7447,Baobab,370,50,27.284345594507485,683
California,946,Tropical,-32.9634,103.6263,Oak,1092,11,-1.0647319745574704,759
New York,866,Coastal,-18.2687,-34.7663,Cedar,1151,42,15.747961718301532,1658
Toronto,851,Subtropical,43.1127,-1.4143,Mangrove,923,12,16.17516331245495,2413
Toronto,149,Tropical,-16.8026,67.0497,Mangrove,366,12,7.09881823604448,1385
Beijing,910,Tropical,3.8914,59.1555,Pine,1102,39,3.171209328250841,556
Cape Town,574,Coastal,6.3495,-17.1171,Redwood,736,57,10.920203467779853,1694
New York,595,Coastal,37.7293,123.4022,Silver Birch,679,40,5.8572282674345875,2630
Beijing,689,Continental,-42.8479,44.1177,Cedar,869,52,31.60420831219905,212
New York,219,Subtropical,-16.8172,2.9917,Baobab,386,27,15.693341267711677,1778
London,292,Desert,-25.8882,56.3277,Mangrove,517,17,22.386615788114923,2096
Toronto,817,Desert,-15.8973,112.1029,Pine,1002,54,18.310737916414567,1694
Beijing,424,Desert,38.0327,-104.7571,Mangrove,699,18,5.697471962526674,2189
Indonesia,429,Continental,-38.3485,-100.0965,Baobab,622,51,31.45297701171136,2429
California,599,Temperate,-5.0685,13.9211,Redwood,712,14,27.68156899455537,736
Toronto,544,Subtropical,-0.5068,-117.3118,Baobab,687,12,0.6704708692018198,815
Amazon Rainforest,603,Continental,-27.9197,-126.3039,Teak,879,23,22.215407511840382,1705
Cape Town,738,Subtropical,30.2798,94.6552,Oak,802,15,20.907374715689162,2823
Indonesia,698,Desert,-6.8994,-46.6945,Silver Birch,950,31,27.520356418289964,925
Sydney,844,Coastal,-28.8268,-54.3857,Mangrove,1085,22,29.22980567854168,1135
New York,523,Mediterranean,-12.9561,126.3801,Oak,647,26,16.950896621815538,1285
Mumbai,667,Continental,31.5174,84.0693,Pine,860,22,0.8616335155725388,1747
Cape Town,690,Desert,4.4172,-14.1355,Redwood,779,42,-2.8292944892562466,2341
Toronto,625,Tropical,-8.016,-108.0762,Baobab,677,43,-4.3270396842978505,2487
Toronto,631,Subtropical,11.8627,54.915,Redwood,899,28,35.10452992007563,819
Sydney,228,Desert,12.2365,-64.1352,Oak,479,53,-0.19217408894037025,2330
Mumbai,739,Temperate,0.7449,-121.6627,Eucalyptus,844,30,23.454832920532,2527
Beijing,663,Continental,-0.4351,2.2784,Eucalyptus,858,58,37.33481823606098,2268
Toronto,937,Tropical,-17.1748,100.2835,Mangrove,1177,18,26.059913622999666,1921
New York,708,Mediterranean,-22.4508,69.5747,Baobab,986,33,3.1706638526055286,2400
Amazon Rainforest,100,Subtropical,27.1282,-39.965,Redwood,321,32,28.293206463853174,2303
Sydney,103,Tropical,45.984,58.5274,Redwood,400,54,38.070840735547904,2259
Toronto,776,Temperate,-7.5801,64.5907,Eucalyptus,861,39,7.949418487402916,1601
Sydney,387,Continental,25.2876,75.6539,Maple,604,15,3.944686531727344,1580
Beijing,863,Tropical,-18.9576,-96.3013,Eucalyptus,929,35,1.2942635168765557,1806
Toronto,667,Continental,-29.4245,100.757,Maple,879,50,27.320909602411064,2557
Mumbai,150,Tropical,-17.7791,-62.8549,Oak,272,52,20.63257989325557,2914
Indonesia,522,Desert,-7.2733,125.5608,Eucalyptus,820,56,6.422166922052218,535
New York,925,Mediterranean,48.4616,121.9261,Pine,1042,51,20.454983066039745,1777
California,755,Coastal,-26.4318,-72.2099,Cedar,836,25,6.902887253736301,1841
Sydney,850,Mediterranean,-32.6313,-117.0567,Oak,925,27,2.185606680317986,1592
California,864,Subtropical,-8.9777,-126.8896,Maple,935,33,22.482190128929805,636
Sydney,359,Mediterranean,22.7506,-6.302,Silver Birch,629,55,22.271458290544246,1501
New York,491,Mediterranean,-13.4223,91.1743,Silver Birch,740,60,4.326531561208181,2367
Beijing,401,Tropical,-35.1711,-7.0403,Redwood,473,14,6.4522045594796005,1559
Beijing,238,Continental,6.8521,88.6984,Cedar,425,50,38.94016182562092,1380
New York,970,Temperate,1.5912,-68.2855,Oak,1117,57,26.718494609371206,2486
London,280,Temperate,-31.5743,-58.352,Teak,360,60,2.0190909355083733,806
Mumbai,921,Mediterranean,-32.5327,-17.4903,Mangrove,1076,34,5.956414213031946,1383
London,772,Desert,30.6365,-59.939,Baobab,941,39,30.1997109549796,282
Amazon Rainforest,595,Temperate,-28.3839,74.4985,Oak,755,35,19.11963162231194,1203
Cape Town,366,Temperate,-47.998,-95.0638,Baobab,585,60,21.163654465913705,1326
New York,112,Continental,16.4752,13.7929,Maple,241,34,38.803397505505316,1535
Indonesia,538,Coastal,40.8388,-126.1668,Baobab,591,29,32.67555884086706,2890
Toronto,560,Desert,-38.0144,-26.207,Pine,666,59,33.06156405635861,1410
Indonesia,615,Coastal,42.6283,115.2507,Eucalyptus,679,28,8.721869046954865,2727
London,498,Coastal,-36.0223,-36.554,Baobab,572,37,30.77045701346769,2911
New York,850,Tropical,-6.0404,64.5944,Teak,922,12,11.41260267753131,438
California,792,Tropical,-43.0246,51.2425,Maple,853,19,38.21571148565511,2454
California,216,Coastal,-38.6891,-29.2417,Redwood,504,49,35.11276682492172,1635
Sydney,313,Coastal,-32.1422,80.9007,Cedar,407,38,28.076567624928863,1332
New York,450,Continental,-29.7105,-33.1709,Silver Birch,503,46,9.20653750484808,1261
Sydney,175,Continental,-33.4097,48.4182,Maple,305,16,17.401226415994714,2757
Sydney,327,Subtropical,-24.2943,72.3155,Cedar,590,27,9.945867370691582,2570
California,163,Mediterranean,2.1385,-76.6153,Mangrove,415,41,28.049414141878266,663
Indonesia,838,Mediterranean,-2.8111,46.0607,Redwood,968,45,4.7460452154918755,992
Mumbai,141,Continental,47.7846,107.474,Baobab,360,37,16.758796370915363,2019
Toronto,909,Tropical,44.3738,-94.6869,Cedar,969,21,12.498567881926533,2750
Mumbai,388,Continental,-11.5155,-83.2925,Teak,622,26,22.051033309842342,2693
Toronto,498,Continental,26.9093,115.4315,Maple,704,18,22.098111661382212,457
California,557,Continental,22.3576,36.0564,Redwood,841,32,23.29280265481244,1167
Sydney,343,Coastal,-10.1734,57.0492,Maple,458,32,28.67223046233559,1999
Sydney,101,Coastal,-46.6407,73.7491,Mangrove,386,29,12.872683991309813,2129
Cape Town,416,Continental,-19.5784,73.8071,Baobab,603,24,18.20155269514489,2710
Indonesia,419,Desert,20.9443,-60.4342,Silver Birch,516,15,23.38344698663728,549
Toronto,164,Mediterranean,13.7306,41.3567,Oak,253,52,38.8270918723577,2963
California,914,Temperate,24.869,-64.7142,Maple,1123,11,-2.4728052610699502,280
Mumbai,709,Continental,24.1517,-74.583,Teak,859,44,14.085346859859744,2898
London,855,Coastal,-17.1924,129.8316,Maple,1083,32,1.0715764237592333,2459
London,335,Mediterranean,3.1161,-87.5856,Maple,485,29,5.390406820183891,1384
Cape Town,544,Temperate,-15.6061,23.7242,Mangrove,817,47,29.03283943877952,771
Toronto,614,Mediterranean,-23.46,-67.7214,Mangrove,875,10,38.1394412657907,2531
Amazon Rainforest,363,Subtropical,46.2833,-91.3218,Baobab,488,31,18.301675557237612,2761
Indonesia,917,Continental,14.8536,-22.8047,Baobab,983,51,1.9737081559927985,1638
California,858,Continental,-32.372,-102.4911,Silver Birch,1096,35,1.8025243779233202,919
Mumbai,641,Desert,-23.2666,124.7385,Oak,844,18,-1.6925486404172934,1034
Toronto,890,Subtropical,-0.9562,-52.1242,Maple,1023,56,8.81517323952103,1646
Indonesia,768,Temperate,-17.4057,-14.9704,Redwood,836,30,37.768237133922646,1894
Mumbai,327,Subtropical,32.3713,100.8544,Oak,450,21,2.6765602314162704,2291
Mumbai,572,Tropical,-22.0981,86.7816,Redwood,853,29,29.866134782033072,1070
California,795,Tropical,-9.345,69.7915,Pine,968,45,21.931325029774552,1305
Sydney,856,Tropical,3.3598,-7.9416,Silver Birch,908,31,14.851370563141046,2577
California,737,Continental,-11.5332,72.6606,Pine,845,60,9.47440722455541,2415
California,502,Desert,-23.1052,-48.1283,Teak,727,51,28.30525659735209,2582
Amazon Rainforest,660,Subtropical,17.197,98.0321,Maple,944,32,13.130822631316999,2830
California,799,Mediterranean,15.1186,11.1026,Teak,934,57,22.149265792040183,358
Toronto,521,Continental,-16.8466,-113.3997,Silver Birch,597,36,25.491793105652484,478
Cape Town,625,Subtropical,-40.9142,-0.4372,Baobab,819,44,29.159099885539874,2844
Sydney,613,Temperate,36.5602,84.3683,Baobab,771,16,34.760331966838514,2324
Amazon Rainforest,231,Temperate,28.1375,-39.827,Oak,313,60,14.670787023356905,2355
London,493,Coastal,-10.5751,13.5147,Pine,625,58,30.013537572264028,1885
California,363,Subtropical,4.3859,-5.0119,Maple,659,28,15.566111511342175,276
Amazon Rainforest,450,Mediterranean,-31.7833,-80.2662,Redwood,689,58,27.292734910388518,903
Mumbai,822,Tropical,17.5981,-22.1853,Mangrove,1104,24,31.1079349055519,2272
Indonesia,735,Coastal,-41.6778,95.451,Teak,985,51,29.56545995609359,681
Indonesia,196,Continental,19.8326,119.2244,Eucalyptus,257,29,5.604042672362468,1558
London,232,Tropical,-29.345,-122.9896,Baobab,378,12,-1.4085291694439177,1017
Mumbai,447,Mediterranean,7.8396,77.1299,Teak,562,53,36.04799778477577,2557
Cape Town,797,Temperate,-37.0902,4.5549,Pine,1050,49,39.018552954240505,661
Amazon Rainforest,336,Coastal,22.8261,55.3547,Oak,591,31,25.185700411881122,1409
Toronto,852,Continental,33.7788,-104.8981,Eucalyptus,971,56,-1.751333960330033,2636
Mumbai,459,Subtropical,-27.4285,-51.4839,Cedar,758,40,8.544621050686999,998
California,452,Desert,-33.1192,-34.5495,Baobab,655,17,36.05376708711318,2628
London,786,Subtropical,5.4436,52.9178,Oak,926,32,22.00995511688759,910
Amazon Rainforest,979,Mediterranean,-1.194,107.9906,Baobab,1044,56,4.138935292793061,2259
Cape Town,576,Desert,-24.1222,59.8869,Teak,876,52,38.08345406312172,1132
Sydney,207,Temperate,7.8332,56.9894,Mangrove,330,34,16.525685050891386,2452
London,952,Desert,-34.946,93.1311,Baobab,1025,39,29.743025542756243,579
Indonesia,700,Subtropical,47.3394,31.0376,Redwood,790,56,-0.4922802583071455,925
Toronto,819,Subtropical,24.1135,25.9688,Silver Birch,1114,37,18.74461166489562,725
New York,113,Continental,15.2537,96.4551,Silver Birch,270,17,37.536240695413284,2935
Beijing,191,Mediterranean,41.4974,-14.3906,Pine,391,48,30.17447130875746,647
New York,798,Desert,-27.5634,73.5252,Pine,986,59,6.7641244233102995,2825
Sydney,619,Tropical,9.1482,117.4017,Baobab,681,21,10.734376201114685,1914
Sydney,389,Desert,20.9072,4.3985,Baobab,529,34,-2.646235154514237,1637
Sydney,276,Tropical,43.9035,54.6145,Mangrove,501,35,-3.7336135318926633,2129
Toronto,722,Coastal,-15.5637,62.3532,Pine,834,44,33.97557797513963,2584
Mumbai,153,Continental,-14.2378,-83.5155,Oak,322,51,-1.1633785258371274,1769
Cape Town,538,Coastal,-7.6762,-92.6711,Teak,688,55,17.702645576414024,283
Toronto,763,Desert,46.0767,126.9878,Oak,1033,40,36.17473964991997,714
Toronto,309,Temperate,-35.2202,120.5667,Eucalyptus,576,13,30.968862868912915,1925
London,278,Coastal,36.2266,-0.1935,Redwood,453,54,0.830463098764195,1608
Sydney,865,Temperate,38.6498,-108.8635,Silver Birch,1132,29,3.6173976873102696,2253
London,372,Mediterranean,9.0784,47.7803,Teak,631,12,17.525911664042106,1572
Mumbai,915,Coastal,-22.1666,89.5104,Teak,1083,42,28.624838079230244,1600
Toronto,644,Mediterranean,-23.3212,-47.0167,Baobab,748,43,16.604135043475292,2711
London,859,Continental,9.9347,125.1771,Baobab,1051,36,-3.496095184564734,1678
London,597,Temperate,18.7185,44.9063,Mangrove,701,42,13.394922887185228,439
Beijing,733,Desert,3.0622,-17.9863,Eucalyptus,989,15,13.520253270490326,1744
California,226,Continental,16.0717,-13.5928,Redwood,476,45,-0.4748802893018276,2643
Indonesia,462,Tropical,6.2872,76.4724,Baobab,547,50,-2.692702123363937,1508
Cape Town,595,Temperate,-23.5412,-51.9515,Maple,730,32,1.0862791106875846,2012
Amazon Rainforest,216,Desert,-47.4894,-36.4426,Cedar,304,26,29.514214650526128,1726
Mumbai,203,Mediterranean,9.6287,34.2992,Silver Birch,393,12,34.57818303491998,2818
Cape Town,373,Tropical,16.077,-127.1119,Silver Birch,653,38,16.224117106496408,1861
New York,928,Continental,49.7385,125.7383,Baobab,1216,21,35.49154665090583,1846
California,511,Mediterranean,-44.8665,121.4163,Maple,637,35,30.573598321666495,2869
Indonesia,356,Subtropical,2.6739,-27.4734,Baobab,496,44,24.820805201865532,2214
Amazon Rainforest,174,Mediterranean,44.0519,12.4081,Redwood,270,34,39.54565261957521,2482
Beijing,640,Tropical,28.2071,-93.3259,Cedar,782,36,31.42392228246657,594
Toronto,210,Tropical,-30.8211,111.1604,Maple,489,54,20.85278996835676,2034
California,952,Mediterranean,-35.6356,53.8975,Pine,1064,49,10.97998636756534,2505
Mumbai,847,Continental,34.4105,-23.1374,Cedar,1013,44,10.512805353587373,1829
Mumbai,204,Mediterranean,-8.7981,-50.7175,Redwood,475,35,14.567085130418125,2369
Toronto,451,Subtropical,23.1813,124.6762,Cedar,544,14,16.002499330414874,2997
Amazon Rainforest,572,Mediterranean,-8.5585,121.3669,Teak,637,55,10.953863286791387,1405
Sydney,189,Temperate,16.2469,-81.0749,Eucalyptus,275,52,32.65656810218415,3000
California,433,Temperate,-15.3574,-55.5522,Oak,571,19,23.18683675608779,1439
New York,820,Coastal,-5.2987,37.4494,Redwood,1095,58,27.73422937026737,2112
Amazon Rainforest,258,Continental,30.0484,-80.4269,Baobab,472,31,25.8787852191849,1601
Beijing,705,Mediterranean,-41.6447,-92.0198,Eucalyptus,889,10,37.7235195659321,1167
Mumbai,706,Temperate,46.2927,1.1382,Mangrove,759,18,38.384368410355464,286
Cape Town,331,Desert,49.2581,-58.079,Oak,482,21,-2.8309872913382463,1134
Toronto,480,Continental,-9.5843,-99.5254,Redwood,587,16,22.355769854921853,295
Beijing,228,Temperate,33.9991,-19.3774,Silver Birch,521,36,0.6882234242871546,1461
Indonesia,370,Desert,-16.1904,-22.5696,Teak,513,52,27.522390551224376,1937
Mumbai,607,Desert,-17.0374,1.909,Maple,820,19,18.512689627715822,1965
Cape Town,327,Mediterranean,9.6452,128.8223,Cedar,422,41,29.456068760845483,1150
Beijing,137,Tropical,49.6162,92.8879,Oak,428,28,26.69389987885976,880
Toronto,686,Tropical,23.8845,-104.1242,Teak,774,21,39.28909243286278,2654
Toronto,774,Mediterranean,41.7569,-86.2643,Redwood,872,59,0.30691053591565964,2089
Indonesia,760,Temperate,36.6012,-13.9662,Mangrove,1030,43,7.563428531772161,906
New York,864,Desert,31.0186,-61.0029,Oak,1127,31,7.657284305265264,273
Sydney,764,Mediterranean,-0.7126,-66.1587,Teak,912,39,6.436362450204314,2435
California,322,Temperate,-39.5963,20.138,Silver Birch,554,25,28.584174986915798,2699
Beijing,236,Tropical,19.908,-106.6089,Pine,495,20,-2.818043970417386,913
California,454,Subtropical,-16.8925,74.9112,Pine,748,19,26.132117294149673,1749
Toronto,756,Continental,-21.5527,-112.7801,Cedar,996,13,-0.9655058323217984,2643
Mumbai,803,Coastal,-10.0771,72.2282,Cedar,1016,30,29.568399234364456,2036
Beijing,373,Mediterranean,47.4856,103.3952,Baobab,501,20,30.34860125215922,577
Beijing,251,Tropical,31.0333,-16.4881,Mangrove,473,12,1.5893513164914186,2046
Toronto,235,Temperate,-49.184,-110.9427,Oak,494,15,16.215273820789356,797
Toronto,542,Continental,-43.4714,-6.1694,Oak,678,38,7.918908507667847,1590
London,701,Mediterranean,22.3372,124.6685,Mangrove,757,52,15.343617479738729,780
Mumbai,329,Continental,40.8416,70.0203,Teak,535,39,24.029518945159808,758
Cape Town,493,Continental,29.4413,57.3727,Eucalyptus,700,16,14.038374890872511,302
New York,573,Desert,12.8155,18.9683,Redwood,708,48,19.810313369250025,894
London,154,Tropical,-19.4475,-122.7202,Cedar,265,36,8.697028749583517,652
Cape Town,211,Desert,43.9243,-60.7168,Eucalyptus,452,25,2.477132306866805,2773
Sydney,392,Mediterranean,1.851,71.9759,Silver Birch,559,32,4.221740681838709,2488
Cape Town,375,Mediterranean,-23.0551,8.6464,Silver Birch,508,42,32.72713959834003,548
Indonesia,399,Temperate,21.7533,-50.2063,Cedar,647,23,21.791481296719788,782
Amazon Rainforest,792,Coastal,-23.2682,78.3423,Pine,1081,58,24.372523942879717,1321
Beijing,790,Temperate,-9.2079,74.9524,Cedar,929,36,8.584678956386716,297
Mumbai,136,Coastal,37.3094,-125.3736,Mangrove,390,59,12.950281904469026,1013
Indonesia,596,Mediterranean,-16.7223,10.2364,Cedar,663,45,-4.36262066394604,391
Sydney,103,Continental,-26.5737,111.2674,Pine,218,16,3.524284690025981,2035
Amazon Rainforest,535,Coastal,-45.8579,72.7325,Eucalyptus,598,52,35.75926328118728,1316
Beijing,724,Temperate,28.5582,-115.436,Baobab,906,25,27.490351942029456,1482
Toronto,219,Desert,47.5821,-114.8432,Redwood,319,31,30.011189609128245,1431
Beijing,610,Subtropical,5.255,119.2055,Baobab,811,25,35.35837435728775,1152
Sydney,705,Continental,-9.4617,-29.9857,Baobab,963,50,-2.59288392420218,883
Amazon Rainforest,947,Coastal,24.8114,79.7452,Baobab,1104,20,2.862652570495607,425
Toronto,724,Desert,35.2662,-4.2363,Mangrove,974,14,28.609446733439334,2994
California,576,Continental,-17.9745,3.7841,Baobab,674,55,35.85563451709338,1865
New York,432,Mediterranean,41.1594,102.4723,Silver Birch,499,13,19.426992965799943,672
California,543,Tropical,-11.8815,-122.4893,Pine,839,41,15.935234958605669,435
Indonesia,250,Subtropical,-2.0334,44.0437,Silver Birch,498,20,24.269037141912477,2326
Beijing,943,Tropical,-15.7877,-119.9062,Mangrove,1151,30,14.166797596063802,2407
Amazon Rainforest,410,Continental,40.4903,25.659,Mangrove,531,37,10.743855283149086,2981
Toronto,469,Mediterranean,11.9616,-101.2473,Pine,572,45,33.12600277764935,206
New York,557,Coastal,27.5631,84.3578,Redwood,647,42,9.716953397441468,1124
Beijing,744,Mediterranean,41.5295,-116.5585,Oak,938,39,38.08066214026223,1827
Toronto,575,Continental,13.354,28.3683,Silver Birch,754,13,36.819992080032456,1375
Mumbai,563,Mediterranean,9.6056,-105.198,Baobab,661,31,21.697191943076252,2710
